Company1,Company2,Value
5,1,0.15602696194646606
5,2,0.023137680337164644
5,3,0.6413012413153842
5,4,0.4867848900194394
5,5,0.9999999999999998
5,6,0.11131654993815392
5,7,0
5,8,0
5,9,0.033267576779966335
5,10,0.782618205837705
5,11,0
5,12,0
5,13,0.03224918261773235
5,14,0.5250342689874858
5,15,-0.27664512707265515
5,16,0.010663536162474015
5,17,-0.08561344334412475
5,18,0.057428379108500384
5,19,0.057428379108500384
5,20,0.03329150332598847
5,21,0.051873306053356744
5,22,0.004116556365450839
5,23,-0.27212064762702026
5,24,0.6618163050392897
5,25,0.6618163050392897
5,26,0.05914188690635547
5,27,0.04271891055261548
5,28,0.05683559715237241
5,29,-0.17301780996858102
5,30,0.35649218674705296
6,1,0.6952066127907915
6,2,0.5419796484161982
6,3,0.48147671154295374
6,4,0.2973821116289993
6,5,0.11131654993815392
6,6,0.9999999999999998
6,7,0
6,8,0
6,9,-0.597110710768203
6,10,0.19711138317066473
6,11,0
6,12,0
6,13,-0.3317153707506418
6,14,-0.2235010815005062
6,15,0.5158361530579262
6,16,-0.12357215556871627
6,17,0.6982596511174938
6,18,-0.4512905074032196
6,19,-0.4512905074032196
6,20,-0.4320856512711442
6,21,-0.4788407475736445
6,22,-0.37425430562194784
6,23,0.6822292160477462
6,24,0.5800461032065846
6,25,0.5800461032065846
6,26,-0.5661830751023976
6,27,-0.35486937676337393
6,28,-0.4225868052192419
6,29,0.7165299386605344
6,30,-0.2987582622410514
7,1,0
7,2,0
7,3,0
7,4,0
7,5,0
7,6,0
7,7,0
7,8,0
7,9,0
7,10,0
7,11,0
7,12,0
7,13,0
7,14,0
7,15,0
7,16,0
7,17,0
7,18,0
7,19,0
7,20,0
7,21,0
7,22,0
7,23,0
7,24,0
7,25,0
7,26,0
7,27,0
7,28,0
7,29,0
7,30,0
8,1,0
8,2,0
8,3,0
8,4,0
8,5,0
8,6,0
8,7,0
8,8,0
8,9,0
8,10,0
8,11,0
8,12,0
8,13,0
8,14,0
8,15,0
8,16,0
8,17,0
8,18,0
8,19,0
8,20,0
8,21,0
8,22,0
8,23,0
8,24,0
8,25,0
8,26,0
8,27,0
8,28,0
8,29,0
8,30,0
9,1,-0.8750663860146605
9,2,-0.7048729060197023
9,3,-0.3037537216316591
9,4,-0.10364938371422744
9,5,0.03326757677996634
9,6,-0.597110710768203
9,7,0
9,8,0
9,9,1.0
9,10,-0.007475711372061167
9,11,0
9,12,0
9,13,0.42432481726737264
9,14,0.22073692719325708
9,15,-0.5342300943930798
9,16,0.07497979042587337
9,17,-0.7910869264846166
9,18,0.4179922271253984
9,19,0.4179922271253984
9,20,0.5460552332336784
9,21,0.46767942199520635
9,22,0.48712944681949716
9,23,-0.7141987981733053
9,24,-0.5451999163045821
9,25,-0.5451999163045821
9,26,0.6483511196263779
9,27,0.2257840428600491
9,28,0.32841282029087926
9,29,-0.7032117488434605
9,30,-0.012548470806409917
10,1,0.1319728352910318
10,2,0.15164002144773223
10,3,0.841704414993138
10,4,0.5860726497885783
10,5,0.782618205837705
10,6,0.19711138317066473
10,7,0
10,8,0
10,9,-0.007475711372061167
10,10,1.0
10,11,0
10,12,0
10,13,0.10103427041399693
10,14,0.5117864835740599
10,15,-0.299819970923153
10,16,-0.013962612926582046
10,17,-0.024517857977820863
10,18,-0.04014678487325154
10,19,-0.04014678487325154
10,20,0.018630950250420074
10,21,-0.02168435486146499
10,22,0.09306222225376076
10,23,-0.22018114963748023
10,24,0.7041751324528746
10,25,0.7041751324528746
10,26,0.006247270883144409
10,27,-0.03431281573025626
10,28,-0.03580392614899068
10,29,-0.10039174018537644
10,30,0.30740715421535714
11,1,0
11,2,0
11,3,0
11,4,0
11,5,0
11,6,0
11,7,0
11,8,0
11,9,0
11,10,0
11,11,0
11,12,0
11,13,0
11,14,0
11,15,0
11,16,0
11,17,0
11,18,0
11,19,0
11,20,0
11,21,0
11,22,0
11,23,0
11,24,0
11,25,0
11,26,0
11,27,0
11,28,0
11,29,0
11,30,0
12,1,0
12,2,0
12,3,0
12,4,0
12,5,0
12,6,0
12,7,0
12,8,0
12,9,0
12,10,0
12,11,0
12,12,0
12,13,0
12,14,0
12,15,0
12,16,0
12,17,0
12,18,0
12,19,0
12,20,0
12,21,0
12,22,0
12,23,0
12,24,0
12,25,0
12,26,0
12,27,0
12,28,0
12,29,0
12,30,0
13,1,-0.509921509773574
13,2,-0.6249860965599138
13,3,-0.06498696736821258
13,4,0.26865488028064827
13,5,0.03224918261773235
13,6,-0.33171537075064184
13,7,0
13,8,0
13,9,0.4243248172673727
13,10,0.10103427041399693
13,11,0
13,12,0
13,13,1.0
13,14,0.27352666837197914
13,15,-0.7542574418728824
13,16,-0.01957434706357338
13,17,-0.6385268042516102
13,18,-0.07617776353003428
13,19,-0.07617776353003428
13,20,-0.033154702397571144
13,21,-0.0732063953290148
13,22,0.8190280106810681
13,23,-0.655482807559243
13,24,-0.12770366382284362
13,25,-0.12770366382284362
13,26,-0.035511425499125955
13,27,-0.05496154852845525
13,28,-0.06654395443326502
13,29,-0.6332943363399453
13,30,0.2659367165194731
14,1,-0.13397451727292845
14,2,-0.29663328105062714
14,3,0.2803923298416034
14,4,0.5741226953264267
14,5,0.5250342689874858
14,6,-0.2235010815005062
14,7,0
14,8,0
14,9,0.22073692719325705
14,10,0.5117864835740599
14,11,0
14,12,0
14,13,0.27352666837197914
14,14,0.9999999999999998
14,15,-0.6708117609981786
14,16,0.014904119657346858
14,17,-0.2979453449520874
14,18,0.08937348549760374
14,19,0.08937348549760374
14,20,0.11708941564849494
14,21,0.10144768209293198
14,22,0.26690497226355964
14,23,-0.6269615604650072
14,24,0.2766464774821462
14,25,0.2766464774821462
14,26,0.14713278641666444
14,27,0.05067238198020523
14,28,0.07318145246640241
14,29,-0.5074644213136089
14,30,0.7002348581493948
15,1,0.5441828015091887
15,2,0.6917120960997095
15,3,-0.007687520897904101
15,4,-0.36294902600268597
15,5,-0.27664512707265515
15,6,0.5158361530579262
15,7,0
15,8,0
15,9,-0.5342300943930798
15,10,-0.29981997092315293
15,11,0
15,12,0
15,13,-0.7542574418728824
15,14,-0.6708117609981786
15,15,1.0
15,16,0.022989274052914187
15,17,0.7735629941068369
15,18,-0.0543792036090859
15,19,-0.0543792036090859
15,20,-0.19432513115959213
15,21,-0.11364258678743182
15,22,-0.7048735168655006
15,23,0.9183028747781288
15,24,0.08275357852721738
15,25,0.08275357852721738
15,26,-0.19559701576340177
15,27,0.029226921194950798
15,28,-0.03550841265618086
15,29,0.8423997722798806
15,30,-0.6195439240093267
16,1,-0.06772970271385462
16,2,-0.0630825137595444
16,3,-0.0504282582749091
16,4,-0.05815817420814447
16,5,0.010663536162474015
16,6,-0.12357215556871629
16,7,0
16,8,0
16,9,0.07497979042587335
16,10,-0.013962612926582046
16,11,0
16,12,0
16,13,-0.01957434706357338
16,14,0.014904119657346858
16,15,0.022989274052914187
16,16,1.0
16,17,-0.07058437464879883
16,18,0.20014377646820677
16,19,0.20014377646820677
16,20,0.045004997335875284
16,21,0.14426176629651208
16,22,0.011165752576751628
16,23,-0.05530038740355541
16,24,-0.054205590500354985
16,25,-0.054205590500354985
16,26,0.13374986627560384
16,27,0.41960254505430256
16,28,0.14763647284363246
16,29,-0.07392304533708008
16,30,-0.0067848310481024
17,1,0.7778057495074608
17,2,0.7980887844574053
17,3,0.34066073215982234
17,4,0.09303289876138685
17,5,-0.08561344334412475
17,6,0.6982596511174938
17,7,0
17,8,0
17,9,-0.7910869264846168
17,10,-0.02451785797782086
17,11,0
17,12,0
17,13,-0.6385268042516102
17,14,-0.2979453449520874
17,15,0.773562994106837
17,16,-0.07058437464879884
17,17,1.0
17,18,-0.3654467584940148
17,19,-0.3654467584940148
17,20,-0.472755679126819
17,21,-0.41163218215494335
17,22,-0.6821438300493322
17,23,0.9068421800704362
17,24,0.4939977313738468
17,25,0.4939977313738468
17,26,-0.5538882633948061
17,27,-0.2066636217624839
17,28,-0.2920317147513855
17,29,0.9053304359747839
17,30,-0.23346973904683904
18,1,-0.3774183118950743
18,2,-0.3381738027682456
18,3,-0.2670641548569097
18,4,-0.3115790125964263
18,5,0.05742837910850038
18,6,-0.4512905074032195
18,7,0
18,8,0
18,9,0.41799222712539835
18,10,-0.04014678487325154
18,11,0
18,12,0
18,13,-0.07617776353003428
18,14,0.08937348549760374
18,15,-0.0543792036090859
18,16,0.20014377646820677
18,17,-0.3654467584940148
18,18,1.0
18,19,1.0
18,20,0.4618092808757374
18,21,0.8548483051737854
18,22,0.0902077800189627
18,23,-0.3067259397899251
18,24,-0.3330499638785162
18,25,-0.3330499638785162
18,26,0.6215413335123987
18,27,0.514093154580105
18,28,0.7237237309243225
18,29,-0.39865987019618204
18,30,-0.0639127442887028
19,1,-0.3774183118950743
19,2,-0.3381738027682456
19,3,-0.2670641548569097
19,4,-0.3115790125964263
19,5,0.05742837910850038
19,6,-0.4512905074032195
19,7,0
19,8,0
19,9,0.41799222712539835
19,10,-0.04014678487325154
19,11,0
19,12,0
19,13,-0.07617776353003428
19,14,0.08937348549760374
19,15,-0.0543792036090859
19,16,0.20014377646820677
19,17,-0.3654467584940148
19,18,1.0
19,19,1.0
19,20,0.4618092808757374
19,21,0.8548483051737854
19,22,0.0902077800189627
19,23,-0.3067259397899251
19,24,-0.3330499638785162
19,25,-0.3330499638785162
19,26,0.6215413335123987
19,27,0.514093154580105
19,28,0.7237237309243225
19,29,-0.39865987019618204
19,30,-0.0639127442887028
20,1,-0.4951879533047585
20,2,-0.2804937475824072
20,3,-0.3016749714392725
20,4,-0.3611979906745301
20,5,0.03329150332598847
20,6,-0.4320856512711442
20,7,0
20,8,0
20,9,0.5460552332336784
20,10,0.018630950250420074
20,11,0
20,12,0
20,13,-0.033154702397571144
20,14,0.11708941564849494
20,15,-0.19432513115959213
20,16,0.045004997335875284
20,17,-0.47275567912681904
20,18,0.46180928087573736
20,19,0.46180928087573736
20,20,1.0
20,21,0.5869095551543296
20,22,0.15732974452421433
20,23,-0.39867365570412144
20,24,-0.46609895437630944
20,25,-0.46609895437630944
20,26,0.8659339064252465
20,27,0.15117810074368737
20,28,0.29010906240920337
20,29,-0.5112520703718079
20,30,-0.02829720297868387
21,1,-0.4228252137732217
21,2,-0.34047191182886094
21,3,-0.28803672528219854
21,4,-0.3460541281748612
21,5,0.051873306053356744
21,6,-0.4788407475736445
21,7,0
21,8,0
21,9,0.46767942199520635
21,10,-0.021684354861464986
21,11,0
21,12,0
21,13,-0.0732063953290148
21,14,0.10144768209293198
21,15,-0.11364258678743182
21,16,0.14426176629651208
21,17,-0.41163218215494335
21,18,0.8548483051737854
21,19,0.8548483051737854
21,20,0.5869095551543295
21,21,1.0
21,22,0.10134226609972889
21,23,-0.3428484723521375
21,24,-0.38404046503342854
21,25,-0.38404046503342854
21,26,0.6865133732462287
21,27,0.4393738790580126
21,28,0.6535690648268188
21,29,-0.451801725379476
21,30,-0.06316623254646128
22,1,-0.585148974107632
22,2,-0.6040549680975856
22,3,-0.1434998035857789
22,4,0.1644358156094687
22,5,0.004116556365450839
22,6,-0.37425430562194784
22,7,0
22,8,0
22,9,0.48712944681949716
22,10,0.09306222225376076
22,11,0
22,12,0
22,13,0.819028010681068
22,14,0.2669049722635597
22,15,-0.7048735168655006
22,16,0.01116575257675163
22,17,-0.6821438300493322
22,18,0.09020778001896268
22,19,0.09020778001896268
22,20,0.15732974452421433
22,21,0.10134226609972889
22,22,1.0
22,23,-0.6735683722497519
22,24,-0.2299007476983282
22,25,-0.2299007476983282
22,26,0.185874240807101
22,27,0.033623043543264786
22,28,0.06679190559506595
22,29,-0.6971414149487205
22,30,0.21406296246020015
23,1,0.6782243219594395
23,2,0.7546093455579825
23,3,0.15736908293628654
23,4,-0.17924369567362333
23,5,-0.27212064762702026
23,6,0.6822292160477462
23,7,0
23,8,0
23,9,-0.7141987981733054
23,10,-0.22018114963748026
23,11,0
23,12,0
23,13,-0.655482807559243
23,14,-0.6269615604650073
23,15,0.9183028747781287
23,16,-0.05530038740355541
23,17,0.9068421800704362
23,18,-0.3067259397899251
23,19,-0.3067259397899251
23,20,-0.3986736557041214
23,21,-0.3428484723521375
23,22,-0.6735683722497519
23,23,1.0
23,24,0.2732418996931453
23,25,0.2732418996931453
23,26,-0.4728352666715583
23,27,-0.1662572989394413
23,28,-0.24107501836385092
23,29,0.9487291743408351
23,30,-0.5384416216529356
24,1,0.6260543855662632
24,2,0.4760001369521772
24,3,0.8399912509868709
24,4,0.6298055152082159
24,5,0.6618163050392896
24,6,0.5800461032065846
24,7,0
24,8,0
24,9,-0.5451999163045821
24,10,0.7041751324528746
24,11,0
24,12,0
24,13,-0.1277036638228436
24,14,0.2766464774821462
24,15,0.08275357852721736
24,16,-0.05420559050035499
24,17,0.4939977313738468
24,18,-0.3330499638785162
24,19,-0.3330499638785162
24,20,-0.4660989543763094
24,21,-0.38404046503342854
24,22,-0.2299007476983282
24,23,0.2732418996931453
24,24,0.9999999999999999
24,25,0.9999999999999999
24,26,-0.5230043089321886
24,27,-0.1562821940274783
24,28,-0.24438765025876874
24,29,0.3918971316177699
24,30,0.22316698876794375
25,1,0.6260543855662632
25,2,0.4760001369521772
25,3,0.8399912509868709
25,4,0.6298055152082159
25,5,0.6618163050392896
25,6,0.5800461032065846
25,7,0
25,8,0
25,9,-0.5451999163045821
25,10,0.7041751324528746
25,11,0
25,12,0
25,13,-0.1277036638228436
25,14,0.2766464774821462
25,15,0.08275357852721736
25,16,-0.05420559050035499
25,17,0.4939977313738468
25,18,-0.3330499638785162
25,19,-0.3330499638785162
25,20,-0.4660989543763094
25,21,-0.38404046503342854
25,22,-0.2299007476983282
25,23,0.2732418996931453
25,24,0.9999999999999999
25,25,0.9999999999999999
25,26,-0.5230043089321886
25,27,-0.1562821940274783
25,28,-0.24438765025876874
25,29,0.3918971316177699
25,30,0.22316698876794375
26,1,-0.583641039085118
26,2,-0.326920257374793
26,3,-0.36254517204502973
26,4,-0.4018132220770442
26,5,0.059141886906355474
26,6,-0.5661830751023975
26,7,0
26,8,0
26,9,0.648351119626378
26,10,0.006247270883144409
26,11,0
26,12,0
26,13,-0.03551142549912595
26,14,0.14713278641666444
26,15,-0.19559701576340177
26,16,0.13374986627560384
26,17,-0.5538882633948061
26,18,0.6215413335123987
26,19,0.6215413335123987
26,20,0.8659339064252465
26,21,0.6865133732462287
26,22,0.185874240807101
26,23,-0.47283526667155834
26,24,-0.5230043089321886
26,25,-0.5230043089321886
26,26,1.0
26,27,0.39496437136584694
26,28,0.49298022659850915
26,29,-0.5744098416249905
26,30,-0.0471513785650943
27,1,-0.20260539829457877
27,2,-0.15662446143173134
27,3,-0.15247386437737345
27,4,-0.17250302973938683
27,5,0.04271891055261548
27,6,-0.35486937676337393
27,7,0
27,8,0
27,9,0.22578404286004908
27,10,-0.034312815730256255
27,11,0
27,12,0
27,13,-0.05496154852845525
27,14,0.050672381980205225
27,15,0.029226921194950798
27,16,0.41960254505430256
27,17,-0.20666362176248393
27,18,0.514093154580105
27,19,0.514093154580105
27,20,0.15117810074368737
27,21,0.4393738790580126
27,22,0.033623043543264786
27,23,-0.16625729893944127
27,24,-0.15628219402747834
27,25,-0.15628219402747834
27,26,0.39496437136584694
27,27,0.9999999999999999
27,28,0.4886640310334256
27,29,-0.21272359743979086
27,30,-0.033627070222729524
28,1,-0.2966209908453257
28,2,-0.26218236851697774
28,3,-0.2121621353042701
28,4,-0.24220029514411462
28,5,0.05683559715237241
28,6,-0.42258680521924186
28,7,0
28,8,0
28,9,0.3284128202908792
28,10,-0.03580392614899069
28,11,0
28,12,0
28,13,-0.06654395443326502
28,14,0.07318145246640241
28,15,-0.03550841265618086
28,16,0.14763647284363243
28,17,-0.2920317147513855
28,18,0.7237237309243225
28,19,0.7237237309243225
28,20,0.29010906240920337
28,21,0.6535690648268188
28,22,0.06679190559506595
28,23,-0.24107501836385092
28,24,-0.24438765025876874
28,25,-0.24438765025876874
28,26,0.49298022659850915
28,27,0.4886640310334256
28,28,1.0
28,29,-0.31008187321727176
28,30,-0.05881448270073803
29,1,0.6937360786011237
29,2,0.7972057117091639
29,3,0.29108014683777195
29,4,0.01089239744537544
29,5,-0.17301780996858102
29,6,0.7165299386605344
29,7,0
29,8,0
29,9,-0.7032117488434605
29,10,-0.10039174018537644
29,11,0
29,12,0
29,13,-0.6332943363399453
29,14,-0.5074644213136089
29,15,0.8423997722798807
29,16,-0.07392304533708009
29,17,0.9053304359747839
29,18,-0.3986598701961821
29,19,-0.3986598701961821
29,20,-0.5112520703718079
29,21,-0.45180172537947605
29,22,-0.6971414149487205
29,23,0.9487291743408351
29,24,0.3918971316177699
29,25,0.3918971316177699
29,26,-0.5744098416249905
29,27,-0.21272359743979088
29,28,-0.3100818732172718
29,29,0.9999999999999999
29,30,-0.45898136639891923
30,1,0.039285328793499
30,2,-0.19434367046150083
30,3,0.16964042619289948
30,4,0.3970667307930997
30,5,0.35649218674705296
30,6,-0.2987582622410514
30,7,0
30,8,0
30,9,-0.012548470806409917
30,10,0.30740715421535714
30,11,0
30,12,0
30,13,0.26593671651947315
30,14,0.7002348581493948
30,15,-0.6195439240093266
30,16,-0.0067848310481024
30,17,-0.23346973904683904
30,18,-0.0639127442887028
30,19,-0.0639127442887028
30,20,-0.02829720297868387
30,21,-0.06316623254646128
30,22,0.21406296246020015
30,23,-0.5384416216529357
30,24,0.22316698876794375
30,25,0.22316698876794375
30,26,-0.047151378565094305
30,27,-0.033627070222729524
30,28,-0.05881448270073803
30,29,-0.45898136639891923
30,30,1.0
