averageRating,numVotes
7.0,12795
6.3,111972
5.5,24453
7.5,88313
7.4,180891
5.6,37947
7.5,34346
6.6,62631
3.2,10624
5.8,19634
7.6,51027
5.1,33852
7.1,16098
4.9,19702
6.7,25301
7.2,48595
6.9,17925
6.6,97074
5.9,14587
6.8,11579
5.8,35728
6.6,56244
6.8,15337
6.5,25739
7.7,221183
5.9,12603
6.3,42657
5.4,14244
7.7,90888
7.8,29710
6.6,35896
5.5,25793
6.5,20268
6.6,20485
6.7,281862
4.8,38992
5.8,16251
6.1,21095
7.4,26817
7.5,25863
6.4,11524
6.3,14531
6.9,18245
8.2,20457
7.1,22123
7.8,64474
7.8,44638
7.7,140567
5.5,32526
7.2,86934
6.1,11679
6.7,150080
7.3,19522
7.2,32886
7.7,78257
6.9,60783
6.0,20237
6.0,21221
6.5,54759
7.7,45495
7.6,99934
7.0,17809
7.5,38500
5.9,43083
6.9,97166
6.4,29450
4.9,18263
7.5,51036
5.4,16458
7.0,11871
6.1,12940
7.0,19079
8.3,863859
7.2,50609
8.2,10799
6.8,36152
8.0,241825
6.9,21113
6.7,15391
6.5,10443
6.4,29963
6.7,26375
6.4,81843
5.3,19143
7.1,50046
6.2,11180
4.3,36882
7.1,23827
6.8,13238
5.1,29621
2.9,29601
7.3,79939
6.5,72701
8.2,353267
6.0,79295
6.3,13777
7.0,137211
6.8,71133
8.1,17135
7.9,19925
8.3,26722
7.5,26277
8.1,37026
8.0,69314
8.5,10927
8.1,16479
6.8,12320
6.7,19957
6.4,19281
7.5,11021
6.9,35005
7.9,18230
7.9,47489
5.4,10233
5.5,14322
8.6,188652
6.7,74075
7.2,46513
7.1,47667
5.6,12587
7.4,39426
7.5,155845
8.1,23094
7.7,24293
7.4,11669
7.8,40052
4.9,24447
7.2,52634
5.0,16646
5.9,15894
4.5,13407
8.0,27373
4.8,10998
7.8,120659
7.9,190461
6.4,114509
5.3,48477
7.0,86947
5.8,15317
6.0,15020
6.8,46859
7.6,152356
6.7,150120
5.6,53085
3.8,10753
7.0,26081
7.6,160574
7.1,20253
6.6,19998
6.8,110190
6.2,11397
5.9,26508
5.9,64982
7.8,252911
7.7,24998
6.4,34734
8.0,553644
7.0,40994
6.2,41995
6.9,15433
6.8,12666
6.8,88759
6.9,39940
6.6,80468
6.9,19916
7.7,13152
7.2,87519
8.1,146488
5.9,58821
4.3,26286
7.7,14372
6.6,14571
8.1,811362
6.7,48921
6.6,11592
6.4,129801
4.8,21675
6.1,14855
4.4,26522
6.2,19650
5.0,15058
6.4,21491
6.7,26605
7.4,36020
7.5,48303
7.0,230386
7.3,43276
6.8,10052
7.8,31543
6.2,42925
6.3,21244
8.0,278044
7.9,32673
5.7,20730
7.2,12805
6.6,72396
7.6,69804
7.7,212269
7.6,74808
6.0,11750
6.1,23908
7.8,60487
5.9,25082
5.9,12979
6.2,40486
6.7,110562
4.1,43784
6.6,12577
6.0,23284
7.5,52433
7.8,74060
8.9,1139826
7.4,27866
7.3,34362
7.3,16167
7.7,40484
5.6,46127
7.5,14880
6.8,19042
6.8,149979
5.0,27334
6.1,21867
6.4,31851
6.2,18372
5.8,16607
7.5,16433
7.5,29074
5.8,38662
4.0,46630
6.8,14912
4.8,29468
7.3,44051
6.4,48095
7.8,118778
7.9,81531
7.9,194968
6.8,12156
6.3,22099
7.0,30379
6.2,73873
6.1,12878
4.8,12071
7.8,203291
7.3,16105
8.3,48766
7.7,47499
8.9,732438
8.1,13390
8.3,18148
8.3,16385
7.2,29939
7.9,10538
6.6,13019
6.9,262993
7.4,44307
6.1,44260
8.2,46820
6.1,27512
6.1,42557
5.2,11175
5.6,72636
5.3,17876
6.2,26995
6.2,11437
6.1,10047
7.4,33904
6.0,15415
5.9,16554
8.1,55846
5.5,17349
6.9,84447
7.7,205502
6.7,56433
5.2,21851
6.6,11750
7.6,159400
8.0,17412
6.1,34237
7.8,21043
7.3,21183
7.2,19008
6.1,43988
7.4,36547
5.6,18503
7.3,337797
7.2,12276
7.8,160132
7.0,17040
4.9,72298
8.8,1683587
7.0,131229
6.4,49099
7.6,11491
5.8,16297
6.3,12214
6.2,14912
7.3,56984
6.6,23698
7.3,20366
4.5,19087
8.3,22870
7.2,74132
7.5,17634
8.3,14769
5.3,11044
6.2,22720
7.5,22140
5.0,12227
7.6,281812
6.3,33235
7.5,21499
6.0,15634
4.6,62445
7.8,16502
6.5,19150
7.0,19669
7.6,138485
8.5,882655
6.4,24329
6.3,40798
7.3,47000
8.5,967158
7.2,14618
5.6,23975
6.2,28906
6.9,324791
7.0,97312
5.6,10923
6.5,30073
7.2,33175
5.5,10132
5.2,17568
6.5,91812
7.2,14483
7.3,205970
6.5,26219
3.2,10549
4.4,23858
6.1,17890
7.4,17499
4.5,12807
4.6,21263
7.9,30091
6.5,19167
6.6,11637
6.1,19900
6.6,12337
3.6,30278
7.7,31497
8.0,13191
5.1,13931
8.9,1715381
7.5,62147
6.6,43502
6.9,22557
7.4,15611
6.2,16053
3.3,18830
5.3,60148
6.4,39361
5.9,10936
6.5,90366
6.7,25527
6.1,22228
7.3,54183
9.3,2183670
5.6,59985
7.2,312519
6.6,72450
7.1,168777
3.9,63029
6.2,10014
6.4,21424
5.5,12340
6.3,12211
6.3,14384
5.9,53064
6.0,11829
8.1,83300
7.2,226394
7.6,58183
7.6,41208
7.9,13530
6.8,11639
6.4,48210
6.6,19433
6.7,12690
6.2,50389
6.7,43100
7.8,17230
6.8,15189
8.6,34306
7.7,11109
6.4,26106
6.5,15653
6.1,25494
7.0,11422
7.9,12534
7.7,10811
7.9,26762
8.9,70694
8.5,42526
7.4,15506
8.3,24495
7.8,54056
6.7,39422
6.4,193358
6.8,49361
7.6,253659
6.3,74529
6.7,111809
6.9,218894
7.1,37762
7.3,96934
5.4,226208
8.1,248336
6.4,124729
8.1,10481
6.5,11352
6.0,19832
8.3,916690
7.6,67884
8.2,432790
6.1,112300
7.6,16439
7.6,62612
6.9,19456
8.1,37016
6.8,163967
5.2,40379
6.6,51377
7.3,96047
6.3,12272
6.5,11203
5.7,24875
6.5,45995
7.6,86001
7.5,84723
6.9,18573
7.2,164397
6.7,16473
7.6,349297
8.1,59679
6.7,46457
6.1,13283
5.9,37002
7.7,22598
7.4,16268
6.7,46823
6.6,15743
4.3,11627
6.0,32399
6.0,64834
6.5,10816
6.8,93616
5.0,16260
6.6,44998
7.3,93728
6.9,72808
7.2,228173
6.8,42585
6.7,23011
6.3,62926
8.1,136774
4.9,29188
8.2,541765
6.5,17208
6.6,11334
6.7,36900
6.3,10254
7.2,56674
6.0,24750
5.9,19220
5.3,10862
5.7,63884
5.6,106035
7.0,285456
6.4,23237
6.8,11978
7.1,69659
5.9,16234
8.0,120167
6.7,13681
7.5,109386
7.7,30361
7.5,15462
6.1,13841
7.1,111711
7.6,14413
7.0,36513
5.2,24155
8.0,42748
5.7,37343
5.8,96272
7.3,34169
7.3,25365
5.9,57834
6.3,37503
5.5,33951
7.1,27574
6.8,25832
6.6,103011
6.7,11893
6.7,159204
6.6,27579
6.5,27791
6.4,80741
7.4,13187
6.9,39148
6.3,34814
7.2,11759
7.6,11004
5.3,13823
6.4,23903
8.6,1344051
7.6,95580
4.8,58872
7.4,31931
5.7,12161
5.8,70998
7.2,64060
5.8,30690
7.1,21231
6.7,20147
5.3,28893
6.8,25163
6.8,41446
6.6,26649
7.1,72683
6.6,12654
8.3,832961
6.0,24573
8.0,551587
5.5,42018
8.1,52266
8.5,937129
4.6,20547
5.6,27289
5.6,26791
6.7,30082
6.2,171767
7.4,30558
6.7,86783
7.7,44529
5.2,23317
8.4,43341
7.9,40495
7.5,10795
7.1,60187
7.6,28764
7.8,13385
7.5,14239
6.6,32055
7.3,25199
8.1,12751
5.7,95936
6.5,17762
6.4,31105
7.4,13097
6.3,30365
3.3,24044
6.9,18672
7.1,30308
7.5,21751
6.8,49585
7.3,15942
4.4,25051
7.1,75272
6.1,10720
6.3,34951
7.0,65976
7.3,48249
7.1,17773
7.9,59040
6.0,87470
5.8,33786
6.1,145163
7.1,11368
5.7,46326
6.0,12164
6.2,18863
6.6,48064
6.3,71172
6.4,48979
4.7,18446
6.8,33838
5.4,23287
5.9,63117
5.5,12796
6.6,45813
6.1,20090
6.5,88096
5.3,11383
6.6,33857
7.4,170174
6.1,99527
5.7,66141
8.3,58335
6.7,34140
6.3,32776
6.4,48180
6.2,16366
6.2,12604
5.9,44434
8.1,580370
6.2,38202
5.4,10181
6.4,40198
6.7,16998
6.8,22516
6.8,25235
7.1,78694
7.2,272240
6.8,53926
5.4,18025
7.7,34823
7.0,185990
5.2,18224
5.5,12224
5.9,12967
6.9,132909
7.0,507553
4.5,29781
5.8,53891
6.7,57462
7.3,228842
6.6,18105
5.6,87479
5.4,12110
5.7,16222
3.0,22278
6.9,73656
7.8,13866
6.4,51313
8.7,13695
7.4,26807
6.8,69714
7.6,122643
6.3,201616
6.7,24265
5.8,13529
6.9,117416
5.5,19193
5.7,39304
7.2,28245
7.9,10399
6.6,14383
7.1,368903
6.3,15113
6.1,28716
7.0,20052
6.5,13653
7.3,17344
5.6,104862
6.5,41482
8.3,14293
7.3,84427
4.9,31155
6.4,72270
6.2,10319
5.6,10503
7.7,170929
7.4,32368
5.6,23028
6.6,113736
5.9,11329
7.4,300017
6.7,200787
7.2,270668
8.0,34783
6.9,13063
5.9,20647
7.7,10158
6.0,15750
7.7,49457
7.6,179320
8.0,83768
6.4,147956
5.4,34818
7.6,113071
6.6,24545
4.5,41028
6.0,11271
6.2,24070
7.2,72443
5.4,12622
7.4,33655
6.9,58910
5.8,26359
7.5,123208
6.4,44124
8.1,606482
7.1,12942
6.2,24294
6.4,166184
6.2,12992
7.5,25342
8.0,14221
6.6,20332
6.8,28704
8.5,12820
8.2,121632
6.5,17234
8.0,22129
6.6,32719
6.1,13094
6.3,27397
7.2,30786
6.8,16681
7.3,43268
7.7,21150
7.0,13047
8.7,84069
6.1,14891
8.4,79626
7.9,12535
6.7,21248
2.9,10445
6.7,47777
6.1,22633
7.0,14259
5.2,15642
6.5,171770
6.2,217763
2.2,21039
5.1,22235
7.3,67726
4.8,90311
7.1,105926
7.2,12907
6.7,34195
7.0,212382
3.8,39633
2.6,24388
3.7,224364
6.5,92401
8.1,111523
5.5,36603
8.1,686349
4.9,30391
7.9,226173
7.9,12696
5.8,19118
7.1,17817
8.0,15202
6.9,46015
7.5,44248
6.8,24023
8.6,578329
7.4,26742
7.7,14207
7.2,127931
8.1,48338
7.8,20254
8.3,57649
6.6,10319
6.9,264091
6.7,89814
7.4,241665
6.9,81916
7.2,15312
5.9,76540
7.6,180800
7.4,40631
6.1,31764
6.1,15318
7.5,311249
6.2,55546
7.0,19469
6.6,16182
5.4,88007
7.7,261683
4.8,29981
7.7,35350
6.9,65028
5.9,14993
6.7,148507
5.4,12251
7.3,334864
7.0,70813
5.2,14054
6.4,22302
7.7,414372
5.1,16007
5.3,80476
6.0,31083
7.2,94840
7.6,59295
5.9,70332
7.8,325066
7.8,268110
5.4,67547
5.7,10204
6.4,11848
5.7,24720
8.3,800490
6.9,49358
6.9,14030
7.3,84322
6.7,30242
7.8,25705
7.2,37847
7.2,12820
7.3,191244
4.4,99536
5.0,12212
6.3,10115
6.0,23296
6.6,37457
5.7,127027
7.4,51815
6.4,37076
7.2,12704
7.3,12428
6.4,11056
6.4,102132
7.5,297784
5.2,21818
7.7,10096
6.6,61206
8.0,25921
7.0,24966
8.2,507036
6.9,267743
6.4,33366
6.9,48738
6.6,357671
6.3,18567
7.2,201832
7.3,492454
5.5,24620
6.6,35565
7.3,11922
5.9,43945
7.5,36672
6.2,26630
8.4,308042
3.7,44264
6.4,48928
4.0,13720
6.1,27436
6.3,121560
6.2,18266
6.7,42231
7.7,261422
7.0,12968
5.9,52145
5.5,18874
5.5,18152
6.1,66002
6.6,26539
6.9,32739
7.2,58766
6.3,15454
5.8,23296
6.2,26045
6.2,40006
6.2,59631
6.2,149260
6.7,23124
7.1,117859
7.8,10971
6.5,57495
6.7,60532
6.4,13192
6.0,49985
7.2,21029
5.3,61491
3.9,71464
6.1,95771
3.5,32237
7.1,155328
7.2,256544
6.7,19829
2.8,10520
7.0,25004
7.5,30640
7.6,16403
7.7,20228
7.5,60010
7.8,990031
6.5,172877
7.9,496711
8.1,871130
4.9,10237
6.8,47578
6.0,42073
5.0,25325
5.5,69210
6.7,28781
6.1,141936
6.9,14040
7.1,10023
5.8,18596
6.3,23252
6.8,11899
8.6,10294
5.9,30656
8.5,983190
6.5,141674
6.7,380432
5.7,30277
5.0,16166
7.7,295248
4.1,10799
6.1,27577
7.1,233631
7.0,374945
6.5,20957
7.2,254097
7.0,168907
7.0,66359
6.7,109323
6.6,26422
6.4,12348
6.2,154842
6.5,22770
7.3,202128
6.6,112597
7.3,218737
5.1,14180
7.4,282364
5.7,302609
7.6,248362
7.4,76715
6.8,141966
7.4,28074
5.4,175849
6.8,57531
8.6,1064320
6.7,55787
5.7,63180
4.8,10567
5.9,31000
4.9,18483
5.5,11952
6.6,14516
4.9,13304
6.7,11622
8.1,55220
8.2,507105
8.8,1565369
5.2,67737
5.6,14101
6.5,150061
6.7,160829
6.1,64403
5.6,26519
5.9,20223
6.1,299193
7.6,233688
5.0,12343
7.3,124998
6.3,54614
6.0,18050
7.0,10877
6.3,19548
7.0,81531
6.5,112635
7.1,127004
4.2,11337
6.5,75347
7.5,116943
6.3,68163
7.1,111654
6.0,27458
6.3,13885
7.6,30609
6.7,237109
7.0,227110
8.6,1157665
6.1,13580
6.7,31226
5.8,69889
6.6,11370
6.0,72971
6.7,13357
4.4,26297
6.4,67127
7.3,190570
6.9,10605
4.1,14710
7.6,164472
7.1,19142
6.9,11001
6.5,91506
6.2,50271
7.0,32442
6.1,10103
7.2,75985
6.8,128321
7.0,98037
6.5,103252
4.9,147582
6.2,22233
7.0,97596
7.4,549847
6.9,13483
6.8,89618
7.2,33194
6.2,326481
6.6,57243
6.5,689781
7.3,167884
7.3,230212
8.7,61794
6.5,604640
7.5,671945
8.7,314331
6.6,147133
6.9,18883
6.8,14671
7.3,165083
6.2,88302
6.7,140773
6.5,11518
7.2,198836
7.0,39193
6.8,42880
6.4,43638
6.6,56898
7.4,89801
6.9,13210
6.9,42145
6.1,33363
6.8,20047
7.2,16451
6.2,49633
7.1,255077
6.5,13703
7.8,60980
7.4,119250
7.8,582408
7.5,15236
7.8,20925
6.8,12143
5.4,21714
6.3,12944
7.2,85234
6.6,30310
6.8,34879
7.4,88034
6.5,42953
6.6,30722
8.3,13358
7.3,137216
7.7,161013
6.6,183047
8.0,162587
5.5,12394
6.8,98575
7.0,35131
7.1,280206
8.5,17402
5.3,10475
4.7,65632
5.8,33495
7.1,19747
6.5,49764
7.7,182137
6.4,63933
6.1,40264
7.9,21371
7.9,28902
4.3,15825
7.2,12751
4.1,18700
6.5,54737
4.6,38194
6.1,59922
7.8,77594
6.0,12614
4.9,10409
5.3,19162
8.7,1572282
5.7,204629
7.5,24894
7.2,94676
7.7,17410
6.0,37411
6.5,106029
6.4,66008
5.9,17225
5.5,118006
7.4,168595
6.7,12453
6.5,118552
6.7,24711
5.6,20040
7.1,217904
4.9,16621
7.4,19027
7.4,15071
6.0,14296
7.2,78240
6.3,102754
8.8,1744170
7.1,205917
5.4,51329
6.2,38020
6.2,87107
7.4,163601
6.9,78400
6.4,19003
6.8,172545
7.2,65166
5.7,52152
6.2,34191
7.7,367300
6.6,30381
6.5,40215
6.8,22162
7.1,63470
7.8,153189
6.4,23651
8.0,33789
5.4,31005
5.4,31348
4.1,43335
9.2,268552
6.6,73956
7.1,17233
6.1,16938
6.4,190208
6.7,157146
7.2,12466
6.4,180209
4.9,12842
7.6,451282
7.8,220607
5.4,49869
6.1,17912
7.6,12703
6.3,50483
4.4,46677
6.0,17804
5.9,13450
4.7,14927
4.6,18742
7.3,658172
7.5,12556
6.2,62097
7.3,19462
6.6,208775
6.7,146451
7.0,18105
5.3,12832
7.3,51840
5.8,190492
5.6,56848
5.8,102363
6.9,108279
7.5,161337
6.7,51641
6.9,15317
7.7,63830
8.1,22646
7.3,278814
5.8,118527
8.4,203457
5.8,12573
6.2,16398
6.5,68310
7.5,48343
9.3,14255
7.5,16032
6.4,62208
7.3,11274
6.1,79438
7.7,232268
7.0,73367
6.5,19143
8.0,74775
6.8,28517
7.5,80652
6.8,83330
6.5,16900
5.6,22925
4.6,44019
7.0,18667
4.6,10451
8.0,48209
5.2,19134
7.4,18920
7.2,48601
3.6,11134
5.2,12912
6.6,31174
6.3,19506
7.2,31072
7.1,71442
3.6,20269
7.7,11166
6.3,17322
7.7,186372
7.2,137590
7.1,99309
6.4,96036
7.2,134786
7.1,17625
5.7,27833
5.5,168667
5.3,23009
6.2,22022
4.8,10178
6.4,13029
6.4,42778
5.9,80377
8.2,13605
6.0,20673
6.6,113071
5.5,14414
7.5,11961
7.9,61309
7.8,489366
7.3,108902
5.9,70922
7.3,314361
6.7,34670
7.5,11998
4.9,11456
5.9,283025
5.5,89205
8.3,24406
8.5,38458
7.0,360244
6.7,213758
5.1,13491
6.8,60624
5.8,117572
5.7,10184
5.8,17406
7.0,71225
6.4,98921
6.5,21305
6.4,71294
7.6,25237
5.9,119330
6.5,20502
7.3,71776
8.1,145236
6.9,34145
7.5,81355
7.7,28407
7.0,28376
6.1,64437
6.7,46318
6.9,16493
4.7,16159
7.3,24148
6.7,34674
7.8,10404
7.1,60340
8.0,76829
7.9,299883
6.8,11510
6.8,297320
8.9,1553459
8.7,1402283
8.1,868937
5.1,17293
4.2,12691
6.7,11928
7.3,22958
7.4,34944
8.0,96625
7.3,31375
8.1,97081
7.3,11340
8.3,1018527
8.1,32395
7.5,10634
6.1,193411
7.0,36787
5.0,68521
6.3,48577
6.1,32203
7.5,88957
6.6,215234
7.1,20483
7.3,153318
8.5,1260699
7.7,44679
6.2,12906
6.4,78753
6.8,11603
7.2,11191
5.7,23903
7.6,88005
7.2,34447
6.2,221440
5.2,11698
8.0,276663
4.2,26983
5.9,13959
7.3,141389
7.7,19971
6.4,149950
7.1,20585
7.2,60310
6.6,13108
6.6,24157
8.3,15892
6.1,47161
3.8,23611
7.3,49951
8.3,723712
6.4,26985
7.4,18951
9.6,10187
7.9,16145
6.3,70945
7.3,80110
7.6,482587
6.3,30652
6.3,362725
7.6,189253
7.9,240517
7.0,47301
8.1,291651
8.5,16428
6.9,105221
6.6,214208
5.7,68180
7.0,241814
7.0,25994
6.9,161867
6.5,48957
7.4,30799
6.1,10528
6.1,18782
5.8,36293
6.5,114639
5.1,11080
7.3,59567
7.8,83563
8.4,10396
2.5,74002
5.6,51522
5.3,93961
9.5,342521
6.5,222119
5.7,12817
7.3,96843
7.6,15732
6.4,70633
5.7,13090
5.7,19495
5.0,13858
6.5,251264
7.2,243575
8.3,31673
8.6,47703
6.1,11226
6.7,191719
6.1,23677
7.1,22214
5.8,17678
6.6,13574
6.9,38837
6.7,105711
7.8,244511
3.6,31073
7.3,10431
7.7,271466
6.2,37606
5.9,56437
8.2,14568
6.6,55824
6.0,42066
5.7,17374
5.4,13442
5.6,30032
4.3,15337
7.4,14245
2.1,12362
8.8,122172
8.2,12208
6.9,17063
7.3,164157
6.7,218067
6.1,34887
6.7,35427
6.5,236948
4.4,14434
5.5,11210
6.8,30781
8.0,768740
5.3,20881
7.8,17446
7.2,17240
5.7,53524
6.5,25788
7.5,11926
8.1,22928
8.8,58248
7.2,168369
5.7,102891
8.1,11642
8.7,12635
7.5,25939
6.3,39557
6.7,30717
7.6,257195
7.2,103058
8.6,12262
7.3,51622
7.4,19905
7.5,26640
8.0,73234
7.5,13803
6.1,27820
6.6,12252
5.4,15481
5.1,32300
5.3,24700
6.0,83190
7.4,29601
5.7,68083
5.6,11897
4.6,17150
7.1,14714
6.2,55021
6.6,61627
7.6,13030
8.1,77211
7.9,440414
6.2,13769
6.4,184480
8.3,16861
5.2,77888
8.3,741586
6.9,22169
5.2,31450
7.3,16774
5.9,28044
8.4,1062315
6.3,289948
5.3,72606
6.3,91868
6.8,12643
6.8,39553
6.1,19599
7.4,11596
7.3,19272
6.7,17980
7.8,188792
4.9,32959
4.4,48035
6.1,21767
8.3,670996
6.5,70667
6.9,15748
5.8,10206
7.3,12600
4.0,10164
7.0,298964
6.2,176256
7.7,13536
8.0,110930
7.4,48060
7.2,280344
6.8,242566
6.2,299902
6.1,10488
6.6,11585
8.9,80153
5.2,12074
7.5,83359
7.1,25545
8.7,105633
5.8,20210
6.4,151829
7.6,231004
5.9,112792
7.2,11004
7.7,27643
7.5,384165
5.3,25775
5.4,13139
7.3,368922
5.9,11888
6.1,27786
7.4,52394
6.1,51722
6.8,99427
4.8,31019
6.6,60586
6.4,16880
6.1,38867
6.5,63351
6.3,16254
4.0,35458
6.9,12430
8.0,11672
8.2,34960
7.6,229792
7.2,35144
5.8,30595
7.9,10659
5.9,10513
7.2,20938
7.2,109077
5.6,21655
6.4,16639
6.8,115709
5.4,102989
6.3,46694
4.9,49266
6.2,53598
6.9,55627
3.9,34548
5.5,14175
6.9,96402
6.0,92791
7.6,321780
6.7,82208
4.8,22706
5.5,20982
6.8,330045
6.0,42515
7.8,21903
7.4,11740
5.5,69839
6.9,12764
7.2,492013
5.8,10432
5.0,14699
7.8,11900
7.2,67601
5.8,12246
7.1,28900
7.2,30728
8.3,18712
7.7,18177
5.4,20859
6.1,99409
6.3,16617
6.1,26948
8.5,41159
7.0,60225
6.8,51234
5.9,31852
7.4,301744
5.3,50734
5.4,13157
8.1,90622
7.8,11151
7.0,12863
7.6,36010
7.1,20694
5.1,54153
5.9,37446
5.0,12267
7.7,13859
4.7,40097
6.2,42301
6.5,31611
4.6,44620
5.6,16166
7.8,487253
6.9,100046
5.4,13481
6.2,20077
7.2,171610
7.6,592980
5.9,32585
6.9,33384
5.5,130694
5.6,31023
8.2,50726
6.2,42902
6.7,427204
4.8,23935
7.8,58392
7.5,99328
6.7,213481
7.0,16028
5.4,47437
6.6,51686
5.6,68369
7.0,12446
6.0,13420
6.5,171523
8.1,18086
7.5,41991
6.1,22562
6.4,10256
6.9,19343
8.6,584723
6.1,63427
7.6,109905
5.6,76004
6.0,48979
8.1,212299
5.5,46547
7.8,123371
6.1,196303
6.5,19333
4.9,13724
8.0,712935
7.0,22598
3.1,24901
5.4,17015
7.6,74543
7.2,23177
7.2,35448
7.4,36363
7.9,47115
6.3,120432
7.1,92947
7.4,41592
6.7,16564
8.7,113998
6.8,89645
8.0,27500
7.7,30445
8.2,11709
7.2,16855
6.5,12685
4.4,16286
7.7,119683
5.6,23682
6.8,16664
6.6,46265
6.5,23263
7.7,88388
4.7,12121
6.5,10702
5.5,16512
6.3,172321
6.4,104926
6.7,75718
7.8,13179
6.1,115429
6.3,49388
6.4,197364
7.1,118061
8.3,18093
6.1,72742
5.4,21613
5.2,80832
6.8,22766
7.4,26456
9.4,34854
9.0,20264
8.7,15310
8.8,16914
6.9,34784
6.5,32052
8.4,10064
8.7,13393
6.4,230332
8.5,674161
6.2,121857
8.8,15006
6.4,70152
8.9,17248
6.3,16322
9.0,19898
5.2,52975
8.6,17073
7.1,33760
7.1,19681
7.5,51653
7.3,10270
7.0,11960
7.4,13652
4.8,54936
6.4,12124
7.4,58901
6.1,10751
6.3,12512
5.9,123016
6.2,97957
6.7,36473
7.7,233890
6.0,133639
5.3,142850
7.1,119131
5.0,29499
4.4,27877
6.4,36921
6.8,244213
5.3,13027
7.0,26472
6.1,57221
7.9,486014
5.6,29070
7.3,10322
7.3,16796
6.7,20745
6.1,35568
5.2,214496
7.2,17866
6.5,115655
5.3,15196
6.9,238882
6.3,46790
7.8,24306
5.3,16245
6.8,144416
6.4,50811
8.5,51122
8.3,18013
8.2,19925
6.2,105528
6.1,33798
8.6,13804
5.2,24561
8.7,90194
7.2,20754
5.3,11589
6.5,57233
8.1,757571
6.4,64594
6.2,15736
7.2,73001
6.5,10183
6.4,15533
7.5,42038
6.2,50930
5.7,53130
7.7,348840
4.9,36415
6.7,194125
5.4,33392
7.3,22550
6.4,72669
6.8,110236
6.6,16632
6.9,30732
7.6,252421
5.1,12182
7.6,162378
7.7,17379
6.3,37778
6.1,43157
5.9,53342
8.1,898975
8.1,942621
6.6,190888
7.1,138897
6.2,10798
6.4,12569
6.7,57009
5.9,86597
5.8,34237
5.0,91596
7.7,168954
7.5,417699
6.0,29035
6.0,115043
8.2,798277
6.9,50618
6.1,23605
6.1,41857
6.7,12536
8.0,30175
7.0,80536
1.9,29312
4.7,27374
6.6,59060
6.4,13800
5.4,20811
5.4,50997
8.6,10012
5.6,45487
5.9,15652
7.0,67251
7.4,170063
7.1,37367
7.3,138046
7.9,15927
6.6,16506
6.3,11078
5.5,18319
6.8,24283
6.2,45613
7.3,12909
6.2,140995
7.3,31348
5.0,10572
7.5,119371
5.5,10769
7.0,79290
3.5,37521
7.2,10506
8.5,38269
7.3,21579
6.7,11600
7.9,40512
7.7,11657
7.4,52906
7.3,18076
6.4,12096
7.2,156791
7.0,165599
6.1,20200
5.2,10071
8.0,130299
7.6,138280
5.5,125697
5.7,92910
7.1,124451
8.7,13193
6.5,24739
8.5,41844
5.9,12216
5.8,37413
6.3,51180
6.8,21361
7.2,260281
6.8,34296
8.9,13173
6.6,24871
7.2,21689
7.5,13672
8.2,14118
6.4,14776
6.4,41919
6.6,19736
5.8,32549
7.4,111709
6.1,17540
5.5,13404
5.7,20071
5.8,17248
8.5,49350
6.2,22063
5.6,14033
5.6,43652
7.6,22446
5.8,130365
6.8,52926
7.2,12967
6.2,32374
7.2,76003
5.3,14529
6.9,31300
7.0,16685
5.5,11430
6.2,27599
7.4,192091
6.7,35650
5.1,24247
7.0,44119
5.6,13654
5.0,29355
5.8,22344
6.8,35847
5.1,18415
6.6,20373
6.4,100170
7.1,28727
5.4,14157
7.9,42867
6.9,16124
4.8,12061
7.1,27777
3.8,13933
7.3,38235
5.5,58835
6.5,12585
6.2,80861
6.8,29415
5.5,17701
8.3,165680
7.6,43141
7.6,12963
6.4,32932
8.3,228144
4.9,29470
5.6,59785
5.5,86193
7.0,79931
6.4,148511
7.1,12147
6.7,324773
7.3,70875
7.8,48851
6.0,10279
8.7,67967
6.6,100968
5.6,244175
6.5,15218
5.8,56527
7.9,99796
5.1,57020
7.5,11445
5.3,200948
5.3,37357
7.8,12189
5.5,89687
7.3,10423
7.6,355113
6.4,12895
7.2,237303
7.8,18673
5.9,79701
7.6,432427
7.6,104065
6.3,243173
5.4,75477
7.9,13538
6.7,14270
7.4,493380
7.4,111377
8.5,90799
8.4,34714
9.2,12467
6.5,34179
7.9,20924
7.8,12763
3.6,14976
7.2,17946
8.1,62929
6.6,125977
7.8,14075
6.7,48259
7.7,19003
7.3,91864
7.6,17008
7.2,19460
7.3,112063
6.2,146003
6.8,275295
8.0,43322
5.8,24484
8.0,10080
6.5,25541
5.5,12482
6.9,47371
6.2,188430
3.4,19206
5.6,16133
7.4,513349
3.3,21328
6.1,103847
5.9,168824
5.8,38544
7.0,49925
9.0,31125
6.7,207850
8.0,13633
4.6,14059
5.4,47387
6.4,56091
7.6,21806
7.3,42178
7.1,306740
7.2,396860
7.1,236102
7.5,38159
6.4,15523
6.6,12693
5.5,87994
7.7,39483
6.9,16524
5.3,18664
6.8,10058
7.1,206479
2.5,45129
7.9,168936
6.2,61333
7.8,40743
6.2,96376
5.6,29026
5.6,58419
6.5,16717
7.3,39291
7.7,132037
5.6,55711
7.9,11277
7.1,22112
5.5,86557
6.1,17120
7.1,207549
6.6,31718
9.0,233165
6.3,28384
5.7,71398
5.8,32135
7.9,510185
6.5,74285
5.6,47476
5.2,16522
7.4,46269
6.2,196156
4.9,116159
5.6,33882
5.5,65469
5.5,131706
9.3,258916
7.4,11625
5.8,39924
