averageRating,numVotes
4.9,10738
5.5,34064
6.0,159193
6.2,76685
7.6,164824
7.0,130216
7.0,40385
6.6,24672
3.7,18604
6.7,28584
6.2,28395
5.3,18031
7.4,10874
7.7,193358
6.7,10640
6.4,40288
6.2,38105
6.2,144814
7.3,215341
6.5,14336
7.1,11069
7.2,104175
7.1,25693
7.2,24717
6.1,17064
8.4,11783
7.6,58015
7.9,136618
6.7,32663
7.4,193397
7.0,72581
5.8,160762
7.7,20970
7.0,19599
7.4,119531
7.0,23079
7.2,15478
7.9,61058
3.9,48380
6.9,18456
6.6,17745
6.4,50935
6.7,12446
6.5,54305
7.1,87342
7.4,12401
6.1,101114
6.4,28704
5.0,31568
6.0,20070
8.5,11962
9.2,21323
7.6,406873
6.6,109084
7.5,23449
5.7,22839
5.7,15808
8.6,64275
5.3,19556
6.7,355309
7.1,16116
7.7,216693
4.9,17282
7.5,62905
7.4,63759
6.8,63315
6.9,37058
7.3,517111
4.5,38693
6.0,99970
7.1,343892
8.6,665139
5.5,60706
6.7,75067
2.0,35187
8.0,624418
7.0,329186
8.1,22159
6.9,315181
7.4,17837
4.2,18378
5.7,31037
5.6,12700
7.0,31461
6.6,34869
7.7,25078
7.8,93161
6.2,179096
6.0,88529
6.6,20233
8.6,25427
7.4,11845
6.0,18980
8.2,24914
8.0,398209
6.4,397538
6.9,206581
8.1,13620
7.6,12369
4.1,20611
8.4,41154
6.6,13120
6.3,14461
7.2,256052
7.0,244194
6.7,15822
6.6,12014
6.9,17350
5.9,238806
6.1,118515
7.6,11759
5.3,41905
6.6,78220
7.9,19096
5.9,21298
6.3,11356
7.1,11505
6.3,11768
7.1,32069
5.8,18424
6.7,40289
6.2,125604
7.0,51188
6.3,10017
5.5,13219
5.5,17496
7.9,13536
6.1,10141
6.7,27296
5.5,125184
7.7,379843
7.3,119839
8.0,982513
4.6,12323
4.8,29098
6.7,20686
7.4,13872
7.9,398762
6.7,152034
7.5,49745
5.3,57943
5.5,52351
5.9,80807
3.3,105691
7.7,183946
6.3,58856
6.7,97772
5.1,17983
7.7,315262
6.8,77076
6.7,44499
6.3,186856
7.4,69152
6.8,90416
3.4,35884
5.7,106290
2.6,31649
7.3,10477
7.3,64228
4.1,26285
5.3,34832
4.4,65165
5.0,13232
7.6,15118
7.6,23002
7.7,508582
6.4,145049
5.0,20393
5.0,45398
7.2,43284
5.4,22103
5.8,12961
5.7,27307
6.2,40939
7.2,30530
7.8,490151
6.7,43601
7.1,253229
7.2,465616
6.8,14825
7.4,203094
4.8,58556
7.5,11677
5.3,10920
6.9,69529
4.8,24314
6.2,95683
7.7,386853
7.1,204918
6.1,134346
5.6,25713
6.6,20686
6.0,18880
6.1,155723
7.4,14440
5.7,13727
6.1,38528
5.9,36265
6.7,106451
6.1,33499
6.9,22359
6.5,89626
7.1,377769
8.3,853417
6.0,11452
5.0,39726
6.8,64651
6.0,25738
6.6,14198
7.6,27369
6.5,31829
5.9,19728
7.8,34342
5.8,14297
6.3,99606
6.6,163412
6.3,22872
4.2,51600
5.7,49663
7.1,13891
6.1,235016
8.0,114014
7.5,317299
4.7,18768
2.1,24547
6.2,17883
6.7,18412
6.8,188549
5.5,13486
6.4,10881
5.4,12373
7.0,11687
6.6,103913
7.6,65290
7.3,128466
7.7,22955
7.0,95795
7.3,18230
7.3,21532
6.0,121128
7.8,24252
6.8,311810
6.7,95784
7.1,477908
7.6,69042
6.0,31323
6.2,19510
7.6,10618
7.0,16453
7.0,73998
7.6,16708
6.0,79843
7.3,20181
8.5,16946
8.5,19486
8.2,11265
5.6,157380
6.7,10269
6.7,30057
6.5,13720
7.9,48364
8.2,295463
7.5,34602
8.0,59418
7.4,14354
7.0,30169
7.3,40876
6.9,16088
6.0,264419
6.8,85594
6.6,14879
5.8,102680
8.1,38817
8.6,88731
5.4,12855
5.9,89276
5.1,14987
6.3,154761
6.5,53521
7.5,44691
6.5,340484
6.0,34498
7.7,131313
7.0,27905
7.4,11870
6.9,345484
8.1,21077
6.3,67731
8.0,169626
6.6,10548
7.3,10313
6.9,14164
8.7,49412
6.4,12165
8.1,111420
7.3,66363
5.9,112724
7.1,50235
6.6,186532
5.9,77129
5.8,62507
5.0,74911
6.3,58192
6.6,61047
6.5,429836
6.6,10754
5.9,12488
4.7,84204
7.2,316305
4.2,28985
6.3,126230
6.1,41575
7.8,222067
4.5,13425
8.7,16710
7.6,20523
5.9,159912
6.7,12944
7.3,281939
6.5,28601
6.1,34995
6.3,57579
7.0,288534
4.9,15655
7.2,375804
5.5,19842
7.2,30949
7.6,51302
7.8,21002
8.2,11779
6.1,19340
4.6,26406
7.5,123780
5.0,20276
7.0,10623
5.9,25978
8.3,1177260
5.3,16876
7.7,339459
5.2,11850
6.7,11735
5.0,109285
2.2,50298
7.5,47756
7.3,379116
7.0,46346
7.3,170537
7.5,77240
5.6,86692
8.2,314727
7.5,45570
4.9,20845
5.5,16873
7.7,33082
6.7,14185
7.3,225188
7.2,82297
6.9,349430
6.9,13509
6.6,174224
6.2,76962
6.2,30043
6.7,38720
7.6,64852
8.4,478473
6.7,219222
5.9,42771
7.4,14724
7.4,25023
7.8,112047
6.3,16224
7.0,24821
5.6,91204
5.1,11845
7.2,52505
6.7,43008
6.4,11282
6.4,85982
6.9,122447
7.9,485861
6.8,98487
6.1,13774
6.8,20695
6.5,107828
5.5,36284
3.8,25391
7.1,14030
4.6,27289
6.2,16080
6.4,162181
7.1,175661
7.1,105331
6.9,23962
6.8,21940
6.4,30956
4.5,20823
7.3,72326
3.5,21246
8.2,77512
7.4,10377
8.0,12670
8.8,263293
6.3,43174
8.8,13917
8.5,10731
6.6,402368
5.2,14171
4.7,46856
6.1,404969
6.2,99776
6.6,99217
6.3,11125
3.7,76398
6.5,233397
7.5,23087
7.6,68331
4.7,27817
7.8,12989
6.4,65390
6.9,54873
6.8,291743
7.2,68861
5.8,70002
5.3,14692
7.3,16017
7.0,231246
2.4,40906
7.5,342952
5.7,60631
6.1,128189
7.0,554725
7.1,24316
8.0,74320
5.5,53844
4.4,77616
7.9,15754
5.6,177847
7.6,63715
6.4,75411
6.8,71592
6.0,10303
5.7,81368
6.8,180757
7.5,11611
7.9,895400
7.7,416489
5.9,38762
6.2,46324
7.2,154120
8.2,1237411
7.9,54184
3.5,23228
5.8,107686
7.7,120363
6.7,19552
6.5,16562
7.5,206716
8.3,25244
7.8,14493
6.1,105222
7.5,473066
6.4,94493
7.7,23514
5.7,49264
7.1,15381
6.9,11841
8.1,58594
8.3,92406
4.8,66623
8.0,72930
4.7,22175
6.9,31168
9.4,13786
8.1,68285
6.9,189583
7.5,172886
6.8,49387
6.2,49075
5.5,46010
5.9,39739
6.3,31466
8.2,31903
7.8,407176
7.3,158517
6.3,33962
5.2,15199
5.2,11990
8.2,12780
6.2,96239
6.1,13797
7.2,194751
8.0,39611
6.7,465221
6.1,50378
7.0,10288
7.2,29749
7.0,312258
6.7,41768
5.4,88318
8.0,13663
5.6,65669
5.7,34786
7.7,20618
5.1,73601
7.6,10999
5.9,50556
7.0,12483
5.8,71369
8.0,643857
7.7,10478
7.3,23753
7.5,12468
6.4,30189
7.1,56908
8.1,19869
6.5,11031
8.0,32184
7.1,14300
8.1,20841
7.3,119939
7.8,275217
6.0,30309
7.0,33691
5.8,10335
5.7,10464
8.6,28397
7.8,12067
6.7,58182
6.7,149512
6.8,29853
5.5,27372
8.0,553079
7.0,12014
8.0,217111
5.6,123023
8.3,24320
7.7,276321
6.2,18168
5.6,27101
6.5,14819
6.0,79282
6.7,18919
7.5,15611
6.6,382270
5.6,58148
8.0,602518
5.1,50324
5.0,29048
7.6,75729
4.3,17835
8.3,49204
5.7,77991
2.9,33365
9.4,32499
7.3,628181
7.6,22854
8.0,52136
5.8,25349
7.4,13757
6.5,206965
5.6,34593
6.5,75679
8.7,146053
6.4,118537
6.0,101485
6.8,14008
7.5,136221
7.5,104296
6.4,52545
5.1,66267
7.6,31856
7.2,53906
6.8,27532
7.2,40934
6.1,173216
6.6,93556
6.9,14508
7.0,23604
7.9,72347
8.1,36397
6.7,97846
5.9,88631
7.0,18315
7.5,10502
6.6,284564
8.8,333776
6.7,15335
8.2,11491
7.4,127826
8.4,154142
7.5,16771
6.2,38674
7.6,361923
4.8,36640
8.2,14362
8.6,48413
6.6,136451
5.6,69428
7.3,68617
6.4,57668
7.3,18733
6.6,21605
5.3,40241
7.8,27952
6.3,184260
5.5,15637
8.7,59035
7.9,14847
7.2,15387
7.7,307971
7.4,26528
4.9,11142
7.7,69834
7.3,41171
6.6,158799
6.1,132924
6.4,291329
5.3,14413
7.2,55907
7.4,33188
6.9,92363
7.2,97671
7.1,15795
5.9,134742
6.6,65596
6.2,15042
7.3,97549
7.3,116938
8.0,13980
4.4,17581
6.1,11879
7.1,10922
8.1,320875
6.3,39315
7.0,12132
6.0,22830
6.8,89429
5.6,83148
6.9,42223
7.3,38036
7.5,225047
7.4,17421
6.9,320789
6.8,82589
4.3,10811
6.0,23636
6.5,64004
5.5,16805
5.3,110618
5.4,51808
6.5,102128
8.4,15049
7.3,110848
7.3,58091
7.4,144034
7.4,133751
7.1,12611
6.8,180162
6.6,69027
6.4,17556
6.4,154766
7.7,381234
5.5,50606
6.3,71666
7.1,135776
7.5,13991
4.8,42227
7.4,16323
7.4,215202
6.8,292422
7.6,283599
5.6,24203
6.5,13139
5.3,12934
8.5,16995
3.1,12880
4.8,43256
6.3,22682
6.1,81755
7.9,30586
7.0,17226
8.0,100020
5.8,10264
7.0,84408
7.3,68811
6.6,246862
8.0,724489
6.7,183600
7.0,56388
5.4,120821
5.8,17053
5.9,10806
6.7,80050
8.4,40952
6.4,13607
6.5,50351
5.1,33840
6.5,49676
5.8,21048
6.4,51165
6.5,51978
6.4,71059
8.6,11153
7.4,55541
6.7,113806
7.5,102223
6.3,19203
7.4,95057
6.5,10115
5.7,22638
8.4,335706
8.1,603355
7.1,102888
6.2,74510
5.4,35680
7.1,375171
5.3,22903
8.2,104157
7.3,14848
6.2,22973
6.1,12897
6.2,87229
6.9,17557
5.4,49971
6.9,84656
7.4,39457
6.5,398000
8.7,145576
6.2,11126
6.6,10449
8.5,1116785
7.3,330012
7.5,202831
5.8,54544
8.3,10873
5.8,19657
8.1,22608
7.5,29911
6.3,146748
5.8,81781
6.4,26999
4.8,13653
5.6,94153
7.0,18813
6.3,16380
7.6,478035
8.3,60373
6.0,200176
6.5,32559
7.3,37468
6.8,133486
6.0,32243
6.9,15685
6.5,30706
7.4,109659
8.3,468197
5.9,72527
7.2,20087
5.4,10156
7.3,18083
7.5,27280
7.1,15102
5.1,15153
7.0,248256
4.8,20722
4.8,25373
7.2,94498
7.8,50009
8.7,390246
6.9,24743
8.3,65171
6.7,11689
6.0,12872
6.3,17577
7.5,21568
7.0,14779
5.4,133618
6.0,265534
6.2,476000
7.6,225964
6.3,34809
6.8,63951
7.8,237749
7.2,64215
5.5,26012
6.3,14944
5.8,124464
7.2,220269
6.6,159146
6.0,12722
6.8,19433
7.3,33792
7.2,42934
6.7,19809
7.3,23158
6.5,84110
6.2,64915
7.6,196463
8.3,19485
7.6,707354
5.7,32974
7.1,55845
8.5,12527
5.9,29678
1.8,16618
5.4,128169
6.3,41854
9.2,205990
8.6,28113
8.5,22470
7.1,19044
5.9,19822
6.6,13459
7.6,437360
7.8,13849
7.0,579227
6.7,12595
7.8,43007
6.8,11632
7.1,113406
7.0,165796
6.9,21584
6.2,88739
5.3,13848
6.7,14275
7.1,13034
7.4,37601
7.6,17461
7.6,47290
5.2,102297
7.0,31580
6.4,30368
7.6,75424
4.7,31382
5.1,34315
6.7,21307
7.2,12936
7.6,211248
6.1,34639
7.0,18042
6.9,34065
5.8,65604
7.8,46283
7.2,12789
7.0,15859
7.7,10694
7.5,19453
1.8,13784
5.9,63244
6.8,104391
7.7,59124
6.9,45045
7.4,48301
6.4,108012
8.5,14381
8.6,57384
7.3,11402
7.8,555753
4.7,38846
6.8,28341
6.7,16952
5.7,13164
6.1,15114
6.5,14823
5.7,27603
6.4,95454
4.2,18733
6.6,11241
6.7,65313
6.7,12110
8.3,10503
8.5,36528
8.0,46341
7.0,61462
6.6,106522
7.1,149351
7.7,26532
8.1,16857
7.3,126811
6.2,13270
3.5,28980
5.3,39543
7.3,41591
6.8,12522
5.5,42870
6.5,194867
7.8,439440
6.7,95191
7.7,292129
7.0,10955
8.2,16841
7.3,12790
6.6,64203
5.4,37162
7.5,10226
7.2,11658
7.4,42208
6.4,30445
6.3,28712
7.6,25486
4.5,61199
6.9,96411
7.5,100596
5.9,94466
5.6,69223
7.6,54054
7.8,49730
6.6,115335
5.9,72384
7.0,55388
7.6,208433
7.1,34110
6.5,31908
7.5,54283
8.2,20287
6.7,239416
5.1,24098
5.8,35435
5.3,36389
6.7,12772
6.8,128028
4.4,47929
5.3,42391
6.0,105721
7.5,11557
6.4,25627
5.0,19654
4.3,35941
6.8,214443
5.9,54779
7.0,114123
7.0,194610
6.3,176889
7.6,14830
7.8,183472
3.7,33885
6.6,223208
6.5,20279
6.3,16831
7.1,287935
6.9,37997
6.4,118768
7.4,91697
5.0,45538
6.9,61142
6.2,100659
4.0,21104
7.5,18289
4.7,11288
7.1,17474
6.4,40233
8.2,978912
8.1,40609
8.6,17426
7.0,11646
7.2,190412
6.5,107752
6.2,33952
7.4,34417
6.8,17278
6.2,143047
8.3,715249
5.0,65313
6.4,15746
5.7,25233
5.1,40514
7.3,100017
8.6,190008
7.0,17447
7.3,184367
5.1,24940
6.6,17636
8.3,10062
7.7,38231
6.7,12179
7.3,17605
6.7,20432
5.5,46575
6.8,243272
7.3,25451
6.5,331581
7.1,11365
7.9,99353
6.2,21508
7.2,29423
6.4,71143
7.1,38559
8.0,587858
6.5,22215
7.5,395813
6.4,19692
5.1,29141
7.6,90302
6.2,157424
7.3,234376
6.6,141162
5.5,25597
7.3,339438
6.5,21489
6.8,47696
6.0,48977
6.5,65864
6.2,10924
6.4,54051
7.6,343055
6.0,20056
6.1,46503
5.1,121977
7.1,32056
7.5,160990
5.9,86893
7.7,414567
7.0,13550
6.8,32063
5.6,41145
8.3,50075
7.5,13287
7.4,21746
7.3,103207
6.3,151154
5.6,22693
7.1,62615
5.4,41484
7.5,352079
6.6,24138
7.6,70763
6.7,10394
7.5,86662
6.2,212768
5.9,14299
7.1,209806
7.5,11974
7.2,224732
6.4,424822
7.5,10846
6.6,137469
5.1,118885
7.8,420014
6.5,21563
7.1,570578
5.5,54159
7.4,278648
5.9,32854
7.5,11622
7.6,27872
6.1,17138
7.6,79238
6.6,123487
8.0,474730
5.9,162772
5.9,58489
5.3,11087
6.5,28480
3.7,61928
6.8,246878
8.2,12192
5.9,41762
6.8,124388
7.6,66762
7.4,514441
6.5,11908
8.1,144238
5.8,120227
5.5,51961
6.4,191427
7.6,239507
6.0,23419
5.6,83159
5.5,92410
6.2,13262
4.7,30933
7.1,135497
6.2,91200
6.4,109473
7.0,282186
6.8,12017
6.2,59429
7.5,79821
6.7,12643
8.1,15008
4.6,23958
6.1,11511
7.4,23277
6.5,40105
6.4,152452
7.6,321520
7.9,552418
4.8,27434
8.0,419471
6.3,140119
5.4,34812
6.0,22207
8.3,442975
6.4,16106
6.7,13026
5.1,11802
6.5,106634
5.0,36490
6.4,66477
7.6,13550
7.7,168982
6.2,12668
5.2,10276
6.2,80914
6.8,24102
6.6,115839
5.1,41220
7.2,313652
6.9,28481
5.6,39387
5.8,76888
8.1,39983
7.9,12551
7.5,16858
7.2,10198
7.0,75032
7.6,33261
4.5,33372
5.3,62342
6.2,41206
8.2,588822
5.7,43336
5.1,22600
5.7,77727
6.7,77598
6.7,27488
7.7,30322
6.9,230044
6.3,10955
7.6,21719
8.4,37372
8.1,44405
6.9,698339
6.9,350372
5.5,16437
6.1,12429
6.4,29936
6.5,145601
6.6,449238
8.7,18557
7.7,92703
7.8,132698
7.4,32502
6.3,41429
8.3,561743
7.4,11407
8.4,366502
8.1,19221
7.2,80722
6.7,30732
3.8,43099
7.9,103493
6.3,22823
6.4,13162
6.9,50816
7.5,43612
4.6,12684
7.0,169479
7.2,32586
7.0,11123
6.9,59335
4.6,10976
3.1,14929
9.0,10914
7.5,173335
5.6,35191
6.7,15724
5.4,33225
6.2,69767
5.7,10513
7.0,210307
7.3,97202
5.9,28331
7.3,298818
6.5,106600
5.6,76145
7.0,247482
5.2,26033
6.0,227121
7.5,63565
6.1,16517
6.8,19702
7.4,141210
5.4,83234
6.5,35482
7.1,17271
5.4,23873
6.4,28036
6.5,210266
7.7,14168
6.1,11535
6.5,11418
6.3,156273
6.0,21755
7.2,151085
7.4,72310
6.1,102385
6.7,141309
5.1,60067
6.2,13430
2.8,55688
8.3,20797
7.0,11953
6.0,16534
6.1,10432
6.4,15158
5.5,54679
4.7,18791
5.4,119241
6.7,99375
7.4,474715
7.4,10973
7.2,81704
7.0,90997
7.2,27061
9.0,2166761
6.9,28635
6.3,21590
8.2,480853
7.2,26998
5.9,75395
6.7,10602
7.3,19058
5.1,16796
6.1,31841
7.7,442046
6.3,13358
7.4,27710
6.8,11690
6.1,33371
6.2,127825
8.2,11025
7.7,32114
8.5,26158
7.1,128326
7.8,276727
7.0,104349
6.7,58350
5.4,79686
6.7,39211
6.6,144813
8.8,177811
6.6,261481
5.9,13704
7.0,42413
5.7,10756
5.9,30301
7.5,23949
7.0,40946
7.0,24330
7.1,130020
7.1,30768
7.4,16342
7.5,94763
6.3,115676
5.4,75660
6.7,133547
6.9,11898
8.7,373154
5.6,12177
5.3,45262
8.3,71877
4.9,10830
6.7,56675
4.0,64930
5.9,70585
6.6,12671
6.8,177192
6.7,21163
7.3,52023
6.9,94648
6.4,297069
8.1,795553
7.0,10828
6.8,219459
7.1,66944
8.1,11294
6.8,160434
6.9,338470
8.3,27253
7.3,531135
7.7,13952
7.1,195967
5.9,18607
6.2,26454
6.7,28261
6.8,11446
7.5,16409
6.9,226331
6.6,192334
4.0,30041
5.4,87520
7.7,111892
5.7,12734
6.7,95152
7.2,652040
6.3,87351
6.8,13014
4.9,21671
8.0,27797
7.2,53997
5.8,115867
6.3,68024
6.4,187501
7.2,181989
6.6,127103
6.3,12599
7.0,29645
7.2,10231
6.3,37942
6.9,27094
8.5,1107595
6.6,57770
5.2,31300
4.5,10335
6.2,112985
7.3,16874
6.0,70293
6.2,30967
4.8,14419
6.4,21625
5.6,14720
7.7,37179
7.4,10007
7.6,29256
8.2,22519
6.8,33034
7.8,204014
6.6,12464
5.9,32338
5.8,21085
7.4,25652
6.3,62094
5.6,243568
5.6,38424
4.5,21858
7.6,244093
5.6,25868
6.8,211306
5.8,111108
8.5,123598
6.8,28814
7.2,175686
8.1,17825
7.7,13433
6.1,26502
5.3,10057
6.8,16330
5.7,10069
4.5,19808
7.6,11965
6.6,54993
6.1,277623
6.2,23159
6.2,54444
6.2,170630
6.4,19284
5.3,20364
7.1,12107
3.5,10802
6.7,29428
8.0,33023
5.5,30255
5.7,36302
6.2,40097
5.2,25216
7.4,90972
7.2,91263
5.6,17384
5.9,55508
5.7,35419
6.2,16556
7.2,11485
6.7,11616
8.3,79495
7.5,20824
5.9,57512
3.8,15075
4.7,15564
6.3,10943
6.1,55468
5.0,34897
5.8,16340
6.0,39533
7.0,64119
7.5,26984
6.7,347968
6.5,16486
6.8,21561
6.1,70776
7.4,13135
5.5,12862
5.9,10626
7.4,13873
8.3,17946
6.5,29594
8.2,106806
5.7,12350
6.9,305272
7.4,78578
7.1,21802
7.1,232660
6.0,10433
7.2,11333
7.2,10509
5.5,82176
7.9,148810
4.5,35639
6.8,81922
7.5,11102
7.7,20592
6.5,184942
3.2,11444
7.8,1075463
5.9,25798
6.2,82572
6.6,13952
9.7,10014
7.5,27395
7.9,164743
6.0,18781
4.7,111899
7.3,20749
7.7,27493
8.7,52781
5.5,92100
6.7,172099
8.1,540081
6.5,93311
5.7,12044
7.1,204291
8.1,64885
7.1,54948
6.8,21490
6.4,36460
7.1,10956
7.1,39632
5.9,135784
5.3,36832
6.0,48534
5.7,10368
5.9,37504
5.6,10237
7.1,106015
6.6,50180
7.8,375473
7.4,34211
7.6,218746
5.9,23785
6.5,12708
5.0,36938
6.2,20332
6.1,69499
5.7,70116
7.0,15834
5.5,16075
8.5,30919
7.1,663832
4.8,12472
8.6,614531
4.3,23273
7.5,32383
7.1,34920
5.4,21283
5.4,19875
5.8,38089
8.3,18395
7.8,539676
7.1,57081
6.8,22140
7.1,114771
5.3,10689
7.9,373051
5.6,12960
7.3,138785
6.1,19880
5.8,15774
5.4,40016
5.8,99830
7.8,234907
6.6,14055
7.3,10092
5.3,10315
5.4,20475
5.2,23299
6.2,28365
2.2,14405
6.8,52179
6.7,72384
4.6,10537
6.9,11162
7.2,46333
7.5,15282
5.0,21662
6.2,19033
5.9,68828
8.0,414963
6.1,98946
7.1,32975
7.0,292828
5.6,112971
7.3,30556
4.3,10829
8.0,11351
5.8,23338
6.8,11202
9.4,156557
6.2,73917
7.4,104826
6.4,201774
7.1,19877
7.0,11782
3.5,62174
6.7,48696
7.9,45898
5.6,10357
7.9,564099
6.5,17427
6.1,39112
7.1,23106
6.8,27094
6.4,86749
2.4,99379
7.2,10666
3.6,10384
6.6,15588
7.1,252921
5.1,58603
6.7,414895
6.1,36708
6.7,48759
6.7,56647
5.8,261997
7.0,33088
7.0,709337
7.4,10134
7.3,30731
8.9,29810
5.6,17666
7.4,15819
6.8,232371
3.0,17079
6.8,66998
6.1,19260
1.9,35704
7.1,129124
8.6,189622
5.9,30344
6.8,52925
5.6,25527
5.5,36326
6.6,15016
7.3,133714
6.1,57086
8.1,13428
7.9,52515
7.1,10888
6.5,38255
5.3,14178
6.0,12203
3.6,10497
6.0,40711
5.7,10434
8.5,10884
7.3,12805
5.1,62661
6.7,260159
7.3,15676
1.7,15348
6.7,19362
6.3,16410
6.5,86225
5.9,11560
6.5,12996
7.5,35450
6.3,43724
8.0,84273
7.8,55440
5.0,39583
5.6,22390
6.9,24461
7.9,65812
7.1,153047
5.6,12377
7.2,14889
5.0,51688
3.3,73973
6.3,49698
6.3,31917
6.0,66448
5.0,16077
3.8,48848
7.6,41688
7.5,222336
7.5,26171
5.4,53671
5.9,169264
7.6,275209
5.6,29189
6.2,24074
6.4,13272
7.8,10517
6.4,120080
7.6,56520
6.2,44540
6.3,73173
7.9,11714
5.9,12430
7.6,121900
5.2,92390
6.2,15374
8.6,1368843
7.0,570025
7.7,77031
5.7,109069
5.7,56244
6.3,15730
5.8,79677
6.7,49742
7.1,140210
5.7,110575
7.2,298246
6.8,11000
7.7,227394
7.0,17257
7.4,220143
7.1,12055
8.4,22685
7.4,27612
6.3,169736
7.4,11529
6.6,26344
7.6,497553
8.2,27772
6.6,386709
6.6,22188
6.4,362493
6.7,21494
4.8,58419
7.6,11884
7.1,149493
6.6,145417
8.3,14670
6.6,20479
7.1,211393
5.8,65818
7.2,170286
5.6,40483
5.9,35160
6.9,254921
8.2,14812
5.8,75664
7.7,13402
8.2,70780
7.5,332170
6.8,29384
6.8,63989
7.0,122254
6.7,28142
6.8,47320
7.5,13246
7.9,222351
7.4,14027
6.9,193054
6.4,54606
7.6,32399
4.6,11860
6.5,81493
4.3,21967
7.3,12881
4.7,11608
7.0,30069
7.2,11776
5.6,11617
8.0,1215337
6.7,97026
5.6,44801
6.7,13914
7.9,10403
7.7,64323
7.7,56008
5.5,76236
7.9,30344
7.4,14241
6.8,35470
6.1,18333
7.6,40617
6.5,29513
5.6,13412
6.1,22060
6.6,11013
5.2,144895
6.1,21972
8.0,14514
6.6,67284
8.1,94196
6.1,53453
6.8,67979
6.8,76747
8.5,52418
6.9,74662
6.8,59063
5.0,15572
6.6,98467
5.9,17710
6.8,25226
5.9,64639
8.2,48950
6.8,11334
7.2,14671
7.7,98725
6.6,110326
6.0,40269
8.2,69096
4.8,18939
6.2,60316
8.3,31835
5.8,41355
7.3,18111
7.9,10623
7.7,111444
9.0,200731
7.6,275794
6.6,10740
7.0,14836
5.8,81653
7.8,29436
6.2,45837
5.9,51897
4.8,38469
6.4,80006
8.1,21344
5.6,21123
7.1,268174
6.6,68282
7.0,295182
7.6,402936
6.1,92818
5.8,136552
5.9,134386
6.2,46055
3.7,22315
7.2,42867
6.5,88044
7.6,14859
5.6,21041
8.1,631441
6.4,140140
6.3,174004
5.8,15710
7.2,10696
6.2,16418
5.5,13866
5.6,17941
6.1,36299
7.1,30453
3.6,25376
6.4,12038
8.1,677550
7.2,213124
5.6,29640
5.5,11701
7.0,21350
5.5,96665
7.3,31588
6.8,18437
7.0,17095
6.1,10231
7.0,10172
7.8,732773
7.4,33441
9.5,1303449
8.3,166746
6.2,115599
5.8,11786
6.2,14218
5.4,10067
7.8,106880
8.1,15106
7.1,31049
7.2,12787
6.1,15721
7.0,302402
8.4,941677
7.4,10187
5.7,29036
7.2,36680
6.2,18753
7.0,25197
8.1,26923
6.8,14402
7.8,177833
7.1,81504
7.5,116467
6.2,155475
7.3,16803
8.1,33725
7.7,16424
6.7,22169
8.3,52001
5.8,11008
7.7,443573
3.9,32653
7.3,20177
7.0,44512
7.5,21889
7.3,101930
8.1,16096
8.4,13709
7.0,19189
8.2,123049
7.0,45996
7.8,547955
4.1,141065
5.0,58239
6.4,13759
7.7,20036
7.0,361561
7.4,20013
6.6,11656
6.4,283351
9.3,1632629
7.5,463935
7.9,16882
8.0,667497
6.1,47224
6.8,124892
8.3,13019
6.9,538769
5.0,189533
5.8,19722
5.3,13673
5.2,72016
7.4,17994
6.1,32227
6.6,244691
7.7,22669
7.6,23068
6.0,21918
5.5,11758
7.3,184496
9.0,21926
7.2,11269
5.5,182381
6.0,84522
6.5,16589
4.1,17217
6.7,18640
6.5,12094
4.3,12323
6.8,16003
4.7,54721
7.3,55240
8.0,10495
6.5,88523
6.6,22804
6.3,24454
5.8,67344
6.1,147206
6.8,12107
6.9,11124
7.8,324283
6.0,30002
5.8,20811
7.3,18214
6.9,26782
7.5,291672
6.5,60635
5.5,158584
6.1,67137
7.1,25478
5.5,101906
6.5,65249
6.6,21090
6.6,30162
5.2,11031
6.7,13358
6.4,352050
6.7,21368
5.4,10834
6.3,171500
5.3,58753
6.8,69654
7.5,22934
7.6,222185
6.3,13342
5.4,35123
6.8,44746
7.1,24001
8.1,155692
6.0,222427
8.5,164235
5.0,10218
6.3,134142
6.9,13133
6.6,86131
7.3,207500
7.6,46536
7.4,10278
8.2,10976
8.0,11415
6.6,185455
7.1,218870
7.6,62737
6.3,165301
8.4,151111
7.6,560760
7.0,53905
7.9,13792
6.1,148088
8.5,70198
5.1,10324
6.3,132256
5.8,150878
7.6,20661
6.8,11987
6.8,182813
8.2,1084905
8.6,43547
7.3,19762
6.7,67093
7.1,12585
8.5,44806
7.2,14795
7.8,10445
4.3,14888
6.4,49508
5.8,31782
9.8,17035
7.4,12047
7.4,11557
5.6,112400
8.6,14630
7.9,20908
6.4,153857
7.2,215138
5.5,10860
6.5,168697
6.4,98617
7.8,10098
8.0,765392
6.1,13239
6.7,19951
6.3,173290
6.6,249756
7.5,158932
5.1,14303
7.6,10548
6.4,367722
8.6,20828
6.5,61827
3.8,21623
5.1,15577
7.6,15862
6.7,18210
6.5,44572
6.6,12007
5.7,89615
6.1,19590
6.2,26023
6.2,15212
7.0,125668
7.4,12625
7.5,79877
6.8,72467
6.4,75453
7.3,19258
5.1,19143
7.7,452176
6.6,92534
7.3,104487
6.2,77364
7.3,14953
6.0,20516
6.1,46752
7.7,548591
6.5,30780
6.7,36338
5.7,47801
6.2,95140
6.1,17135
7.0,255322
8.1,233903
7.2,25212
6.4,12046
5.2,19526
7.1,77513
7.3,25387
4.9,52987
6.1,31772
6.2,35837
8.2,15768
6.3,24654
7.3,224594
5.3,32392
6.3,13705
7.5,11855
